ID,Date,Source,Likes,Sentiments,department
911109243683483000,9/22/2017 6:05,Twitter for Android,4,1,WSUPD
910322632695959000,9/20/2017 2:00,Twitter for Android,0,0,WSUPD
909494205915033000,9/17/2017 19:08,Twitter for Android,4,1,WSUPD
909493324184252000,9/17/2017 19:04,Twitter for Android,0,1,WSUPD
909173322138693000,9/16/2017 21:53,Twitter for Android,2,1,WSUPD
908811722173112000,9/15/2017 21:56,Twitter Web Client,3,0,WSUPD
908810134037630000,9/15/2017 21:49,Twitter Web Client,4,0,WSUPD
907266400099631000,9/11/2017 15:35,Twitter for Android,1,0,WSUPD
906806879782830000,9/10/2017 9:09,TweetDeck,1,0,WSUPD
905546867647401000,9/6/2017 21:42,Twitter for Android,7,0,WSUPD
905158257542606000,9/5/2017 19:58,Twitter for Android,1,1,WSUPD
905035534082478000,9/5/2017 11:51,Twitter for Android,3,0,WSUPD
904696293188149000,9/4/2017 13:22,Twitter for Android,10,1,WSUPD
904296626109521000,9/3/2017 10:54,Twitter for Android,3,1,WSUPD
902982325671165000,8/30/2017 19:52,Twitter for Android,6,1,WSUPD
902958435024728000,8/30/2017 18:17,Twitter for Android,0,-1,WSUPD
900450067135557000,8/23/2017 20:10,Twitter for Android,0,0,WSUPD
899970178531905000,8/22/2017 12:23,Twitter for Android,7,1,WSUPD
898253869297221000,8/17/2017 18:43,Twitter for Android,0,0,WSUPD
897565252619042000,8/15/2017 21:06,Twitter for Android,5,0,WSUPD
897240194956611000,8/14/2017 23:35,Twitter for Android,0,1,WSUPD
893573671331266000,8/4/2017 20:45,Twitter Web Client,2,0,WSUPD
885519156342403000,7/13/2017 15:19,Twitter for Android,5,0,WSUPD
882754141948444000,7/6/2017 0:12,Twitter for Android,0,0,WSUPD
882043352644018000,7/4/2017 1:08,Twitter Web Client,3,1,WSUPD
881840193208233000,7/3/2017 11:41,Twitter Web Client,0,0,WSUPD
881562037700235000,7/2/2017 17:15,Twitter for Android,0,0,WSUPD
880680737724301000,6/30/2017 6:53,Twitter for Android,1,1,WSUPD
879047107428196000,6/25/2017 18:42,Twitter for Android,0,0,WSUPD
878398858790883000,6/23/2017 23:46,Twitter for Android,0,1,WSUPD
878393607761399000,6/23/2017 23:25,Twitter for Android,0,0,WSUPD
878308961941823000,6/23/2017 17:49,Twitter for Android,0,0,WSUPD
877884431888986000,6/22/2017 13:42,Twitter for Android,0,1,WSUPD
877546183987789000,6/21/2017 15:18,Twitter for Android,4,0,WSUPD
877165809247846000,6/20/2017 14:06,Twitter for Android,0,1,WSUPD
876535358212755000,6/18/2017 20:21,Twitter for Android,1,0,WSUPD
876312837588746000,6/18/2017 5:37,Twitter Web Client,4,1,WSUPD
875765605407830000,6/16/2017 17:22,Twitter for Android,8,1,WSUPD
874962936418185000,6/14/2017 12:13,Twitter for Android,0,1,WSUPD
874822228768116000,6/14/2017 2:54,Twitter for Android,7,1,WSUPD
873969577188872000,6/11/2017 18:25,Twitter for Android,1,0,WSUPD
873661781234864000,6/10/2017 22:02,Twitter for Android,0,1,WSUPD
872780589098840000,6/8/2017 11:41,Twitter for Android,0,0,WSUPD
872606459732918000,6/8/2017 0:09,Twitter for Android,25,0,WSUPD
870273221672800000,6/1/2017 13:37,Twitter for Android,0,1,WSUPD
869591215846682000,5/30/2017 16:27,Twitter for Android,4,1,WSUPD
869299430532538000,5/29/2017 21:08,Twitter for Android,2,0,WSUPD
868238364750876000,5/26/2017 22:52,Twitter for Android,2,0,WSUPD
868112691101130000,5/26/2017 14:32,Twitter for Android,0,0,WSUPD
866337538126077000,5/21/2017 16:58,Twitter for Android,1,1,WSUPD
865582351220326000,5/19/2017 14:58,Twitter for Android,13,1,WSUPD
864904493644828000,5/17/2017 18:04,Twitter for Android,0,1,WSUPD
864534083501780000,5/16/2017 17:32,Twitter for Android,0,1,WSUPD
863527886409666000,5/13/2017 22:54,Twitter for Android,0,1,WSUPD
863527359215001000,5/13/2017 22:52,Twitter for Android,13,0,WSUPD
863439425551859000,5/13/2017 17:02,Twitter for Android,0,0,WSUPD
863154878243274000,5/12/2017 22:12,Twitter for Android,0,0,WSUPD
863140856618004000,5/12/2017 21:16,Twitter Web Client,4,1,WSUPD
863057660446420000,5/12/2017 15:45,Twitter for Android,4,0,WSUPD
862045658458591000,5/9/2017 20:44,Twitter for Android,8,1,WSUPD
861910175787122000,5/9/2017 11:46,Twitter for Android,0,0,WSUPD
860163349702639000,5/4/2017 16:04,Twitter Web Client,0,-1,WSUPD
858782146227560000,4/30/2017 20:36,Twitter for Android,8,1,WSUPD
857566445986828000,4/27/2017 12:05,Twitter for Android,0,0,WSUPD
857373921301196000,4/26/2017 23:20,Twitter for Android,12,1,WSUPD
857006954643935000,4/25/2017 23:02,Twitter for Android,1,1,WSUPD
856839327397105000,4/25/2017 11:56,Twitter Web Client,1,-1,WSUPD
856512252765143000,4/24/2017 14:16,Twitter Web Client,3,0,WSUPD
856246839175262000,4/23/2017 20:42,Twitter Web Client,2,-1,WSUPD
854440654545584000,4/18/2017 21:05,Twitter for Android,1,1,WSUPD
854336730614386000,4/18/2017 14:12,Twitter for Android,0,1,WSUPD
852673267823497000,4/14/2017 0:02,Twitter for Android,0,1,WSUPD
852328463025532000,4/13/2017 1:11,Twitter for Android,0,0,WSUPD
851576905971245000,4/10/2017 23:25,Twitter for Android,5,-1,WSUPD
851443115504410000,4/10/2017 14:33,Twitter for Android,3,0,WSUPD
850768061661687000,4/8/2017 17:51,Twitter Web Client,1,-1,WSUPD
850346996917469000,4/7/2017 13:58,Twitter for Android,5,0,WSUPD
850151564052398000,4/7/2017 1:01,Twitter for Android,0,1,WSUPD
849987995214254000,4/6/2017 14:11,Twitter for Android,4,1,WSUPD
849987701042544000,4/6/2017 14:10,Twitter for Android,1,0,WSUPD
849983047864918000,4/6/2017 13:52,Twitter for Android,0,0,WSUPD
849746090685542000,4/5/2017 22:10,Twitter for Android,0,-1,WSUPD
849645626522566000,4/5/2017 15:31,Twitter for Android,0,1,WSUPD
849428429728608000,4/5/2017 1:08,Twitter for Android,7,1,WSUPD
848711510159482000,4/3/2017 1:39,Twitter for Android,27,1,WSUPD
848538301577527000,4/2/2017 14:11,Twitter for Android,1,1,WSUPD
847432400522981000,3/30/2017 12:56,Twitter Web Client,4,1,WSUPD
847177285153239000,3/29/2017 20:02,Twitter for Android,2,1,WSUPD
846875207117803000,3/29/2017 0:02,Twitter for Android,3,1,WSUPD
846711591500480000,3/28/2017 13:12,Twitter for Android,0,1,WSUPD
846374737207070000,3/27/2017 14:53,Twitter for Android,2,0,WSUPD
846369189006888000,3/27/2017 14:31,Twitter Web Client,3,0,WSUPD
845981196962140000,3/26/2017 12:50,Twitter Web Client,0,1,WSUPD
845450489147904000,3/25/2017 1:41,Twitter for Android,2,0,WSUPD
845449233989820000,3/25/2017 1:36,Twitter for Android,1,0,WSUPD
845083250150297000,3/24/2017 1:22,Twitter for Android,0,0,WSUPD
845083203165704000,3/24/2017 1:21,Twitter for Android,0,0,WSUPD
845082936315654000,3/24/2017 1:20,Twitter for Android,0,1,WSUPD
845082884310487000,3/24/2017 1:20,Twitter for Android,0,0,WSUPD
844214258569240000,3/21/2017 15:48,Twitter for Android,0,1,WSUPD
843632149370683000,3/20/2017 1:15,Twitter Web Client,2,0,WSUPD
843546683027984000,3/19/2017 19:36,Twitter Web Client,0,0,WSUPD
842864358199910000,3/17/2017 22:24,Twitter Web Client,3,1,WSUPD
842140624581193000,3/15/2017 22:29,Twitter for Android,0,0,WSUPD
841788036639805000,3/14/2017 23:08,Twitter Web Client,7,1,WSUPD
841767089782300000,3/14/2017 21:44,Twitter for Android,0,1,WSUPD
841444962214543000,3/14/2017 0:24,Twitter Web Client,0,-1,WSUPD
841430496177451000,3/13/2017 23:27,Twitter for Android,7,1,WSUPD
841409759282626000,3/13/2017 22:04,Twitter Web Client,0,0,WSUPD
987436845305909000,4/20/2018 21:04,Twitter Web Client,0,1,HPDPS_TX
987366356420087000,4/20/2018 16:24,Twitter Web Client,7,1,HPDPS_TX
986346896053727000,4/17/2018 20:53,Twitter for iPhone,4,1,HPDPS_TX
986279766419496000,4/17/2018 16:26,Twitter for iPhone,11,1,HPDPS_TX
986030805830000000,4/16/2018 23:57,Twitter for iPhone,0,0,HPDPS_TX
986019513568292000,4/16/2018 23:12,Twitter for iPhone,0,0,HPDPS_TX
985000914435084000,4/14/2018 3:44,Twitter Web Client,1,1,HPDPS_TX
984914789708247000,4/13/2018 22:02,Twitter Web Client,0,1,HPDPS_TX
984895095139897000,4/13/2018 20:44,Twitter for iPhone,4,1,HPDPS_TX
984887959949381000,4/13/2018 20:16,Twitter for iPhone,2,1,HPDPS_TX
984876534669377000,4/13/2018 19:30,Twitter for iPhone,1,-1,HPDPS_TX
984873337414352000,4/13/2018 19:17,Twitter for iPhone,1,1,HPDPS_TX
984870264084287000,4/13/2018 19:05,Twitter Web Client,1,1,HPDPS_TX
984489598683361000,4/12/2018 17:53,Twitter Web Client,3,0,HPDPS_TX
984447060605849000,4/12/2018 15:04,Twitter Web Client,4,1,HPDPS_TX
984432737607213000,4/12/2018 14:07,Twitter Web Client,0,1,HPDPS_TX
983830962890002000,4/10/2018 22:15,Twitter Web Client,5,1,HPDPS_TX
983416689160261000,4/9/2018 18:49,Twitter Web Client,8,1,HPDPS_TX
982347582084034000,4/6/2018 20:01,Twitter Web Client,5,1,HPDPS_TX
981957375052713000,4/5/2018 18:10,Twitter Web Client,0,0,HPDPS_TX
981615349681582000,4/4/2018 19:31,Twitter Web Client,8,1,HPDPS_TX
981614817407635000,4/4/2018 19:29,Twitter Web Client,1,0,HPDPS_TX
981568455127289000,4/4/2018 16:25,Twitter Web Client,1,0,HPDPS_TX
979116152428417000,3/28/2018 22:00,Twitter for iPhone,3,0,HPDPS_TX
978977769941098000,3/28/2018 12:51,Twitter Web Client,0,-1,HPDPS_TX
978977562599837000,3/28/2018 12:50,Twitter Web Client,3,1,HPDPS_TX
978344467878043000,3/26/2018 18:54,Twitter for iPhone,2,0,HPDPS_TX
978335211472740000,3/26/2018 18:17,Twitter for iPhone,0,1,HPDPS_TX
978332129271648000,3/26/2018 18:05,Twitter for iPhone,1,-1,HPDPS_TX
978327591328407000,3/26/2018 17:47,Twitter for iPhone,1,-1,HPDPS_TX
978257416256180000,3/26/2018 13:08,Twitter Web Client,0,1,HPDPS_TX
977291253212762000,3/23/2018 21:09,Twitter Web Client,1,0,HPDPS_TX
976919471905492000,3/22/2018 20:32,Twitter for iPhone,3,1,HPDPS_TX
976915187444920000,3/22/2018 20:15,Twitter for iPhone,4,1,HPDPS_TX
976548135236497000,3/21/2018 19:56,Twitter Web Client,3,1,HPDPS_TX
976546628961173000,3/21/2018 19:50,Twitter Web Client,0,0,HPDPS_TX
976189072740900000,3/20/2018 20:09,Twitter for iPhone,0,0,HPDPS_TX
975770818096586000,3/19/2018 16:27,Twitter for iPhone,0,0,HPDPS_TX
975769543304974000,3/19/2018 16:22,Twitter for iPhone,1,1,HPDPS_TX
975714045457248000,3/19/2018 12:42,Twitter for iPhone,10,1,HPDPS_TX
975027476530388000,3/17/2018 15:14,Twitter Web Client,0,1,HPDPS_TX
974730366505320000,3/16/2018 19:33,Twitter Web Client,0,0,HPDPS_TX
974674252505997000,3/16/2018 15:50,Twitter for iPhone,4,1,HPDPS_TX
974644289895587000,3/16/2018 13:51,Twitter Web Client,3,0,HPDPS_TX
974304294274027000,3/15/2018 15:20,Twitter for iPhone,1,1,HPDPS_TX
973750524507025000,3/14/2018 2:39,Twitter Web Client,1,1,HPDPS_TX
973683270381645000,3/13/2018 22:12,Twitter Web Client,5,0,HPDPS_TX
973560881446518000,3/13/2018 14:06,Twitter Web Client,3,1,HPDPS_TX
973311298401374000,3/12/2018 21:34,Twitter Web Client,0,0,HPDPS_TX
973266449866416000,3/12/2018 18:36,Twitter Web Client,1,0,HPDPS_TX
973262176990441000,3/12/2018 18:19,Twitter for iPhone,1,1,HPDPS_TX
971446906877562000,3/7/2018 18:06,Twitter for iPhone,3,0,HPDPS_TX
969701289214046000,3/2/2018 22:29,Twitter Web Client,1,0,HPDPS_TX
969694188928368000,3/2/2018 22:01,Twitter Web Client,2,0,HPDPS_TX
969249424085053000,3/1/2018 16:34,Twitter for iPhone,10,0,HPDPS_TX
968978712376107000,2/28/2018 22:38,Twitter for iPhone,0,0,HPDPS_TX
968957570164707000,2/28/2018 21:14,Twitter for iPhone,1,1,HPDPS_TX
968563207521652000,2/27/2018 19:07,Twitter Web Client,2,0,HPDPS_TX
968500794776485000,2/27/2018 14:59,Twitter Web Client,1,1,HPDPS_TX
968478654689939000,2/27/2018 13:31,Twitter for iPhone,5,0,HPDPS_TX
968186759828983000,2/26/2018 18:11,Twitter Web Client,7,1,HPDPS_TX
967141405318578000,2/23/2018 20:57,Twitter Web Client,0,1,HPDPS_TX
967134646994722000,2/23/2018 20:30,Twitter Web Client,1,0,HPDPS_TX
967067451002417000,2/23/2018 16:03,Twitter Web Client,1,0,HPDPS_TX
967044941988933000,2/23/2018 14:34,Twitter Web Client,1,0,HPDPS_TX
966313249552691000,2/21/2018 14:06,Twitter Web Client,0,-1,HPDPS_TX
966105140079022000,2/21/2018 0:19,Twitter for iPhone,1,1,HPDPS_TX
965993754044792000,2/20/2018 16:57,Twitter Web Client,1,1,HPDPS_TX
965598221883052000,2/19/2018 14:45,Twitter for iPhone,0,1,HPDPS_TX
965591523743199000,2/19/2018 14:18,Twitter for iPhone,1,1,HPDPS_TX
965586107000901000,2/19/2018 13:57,Twitter for iPhone,0,-1,HPDPS_TX
964621506851606000,2/16/2018 22:04,Twitter for iPhone,9,1,HPDPS_TX
964579472426102000,2/16/2018 19:17,Twitter for iPhone,0,1,HPDPS_TX
964574078358212000,2/16/2018 18:55,Twitter for iPhone,0,0,HPDPS_TX
964556996816130000,2/16/2018 17:48,Twitter for iPhone,1,0,HPDPS_TX
964175269312581000,2/15/2018 16:31,Twitter for iPhone,0,-1,HPDPS_TX
964173885984903000,2/15/2018 16:25,Twitter for iPhone,3,0,HPDPS_TX
962918213427265000,2/12/2018 5:16,Twitter for iPhone,0,0,HPDPS_TX
961661795923582000,2/8/2018 18:03,Twitter Web Client,0,-1,HPDPS_TX
961480269378342000,2/8/2018 6:02,Twitter Web Client,53,0,HPDPS_TX
952261751596371000,1/13/2018 19:31,Twitter for iPhone,0,-1,HPDPS_TX
951583934172803000,1/11/2018 22:37,Twitter Web Client,0,1,HPDPS_TX
951456995026112000,1/11/2018 14:13,Twitter Web Client,0,0,HPDPS_TX
949659169002582000,1/6/2018 15:09,Twitter Web Client,0,1,HPDPS_TX
949466704832356000,1/6/2018 2:24,Twitter Lite,0,1,HPDPS_TX
949417840288911000,1/5/2018 23:10,Twitter Web Client,0,1,HPDPS_TX
949406541572116000,1/5/2018 22:25,Twitter Web Client,1,0,HPDPS_TX
949394311552040000,1/5/2018 21:36,Twitter Web Client,1,0,HPDPS_TX
949085628951560000,1/5/2018 1:10,Twitter Web Client,1,1,HPDPS_TX
949016486412259000,1/4/2018 20:35,Twitter Web Client,0,1,HPDPS_TX
948928659078963000,1/4/2018 14:46,Twitter Web Client,1,0,HPDPS_TX
948891267995447000,1/4/2018 12:18,Twitter for iPhone,1,0,HPDPS_TX
948888672103026000,1/4/2018 12:07,Twitter Web Client,4,1,HPDPS_TX
948745929380761000,1/4/2018 2:40,Twitter for iPhone,1,1,HPDPS_TX
948732053083828000,1/4/2018 1:45,Twitter for iPhone,1,-1,HPDPS_TX
948697181439086000,1/3/2018 23:26,Twitter for iPhone,1,-1,HPDPS_TX
948688148887998000,1/3/2018 22:50,Twitter Web Client,3,1,HPDPS_TX
948629103380520000,1/3/2018 18:56,Twitter Web Client,1,0,HPDPS_TX
948282674476670000,1/2/2018 19:59,Twitter Web Client,6,1,HPDPS_TX
946805397054197000,12/29/2017 18:09,Twitter for iPhone,0,-1,HPDPS_TX
946771524475695000,12/29/2017 15:54,Twitter for iPhone,2,1,HPDPS_TX
946769814382452000,12/29/2017 15:48,Twitter for iPhone,1,0,HPDPS_TX
946761931771101000,12/29/2017 15:16,Twitter for iPhone,2,0,HPDPS_TX
946759395915919000,12/29/2017 15:06,Twitter for iPhone,1,0,HPDPS_TX
946754589797183000,12/29/2017 14:47,Twitter Web Client,1,1,HPDPS_TX
944327047727452000,12/22/2017 22:01,Twitter for iPhone,0,1,HPDPS_TX
944210317227315000,12/22/2017 14:17,Twitter for iPhone,1,0,HPDPS_TX
944204300028346000,12/22/2017 13:53,Twitter for iPhone,0,0,HPDPS_TX
944203560211841000,12/22/2017 13:50,Twitter for iPhone,0,-1,HPDPS_TX
943625311668891000,12/20/2017 23:33,Twitter for iPhone,4,0,HPDPS_TX
941790315534536000,12/15/2017 22:01,Twitter for iPhone,0,0,HPDPS_TX
941779017295892000,12/15/2017 21:16,Twitter for iPhone,1,-1,HPDPS_TX
941776532405661000,12/15/2017 21:06,Twitter for iPhone,1,0,HPDPS_TX
941700473920344000,12/15/2017 16:04,Twitter Web Client,2,0,HPDPS_TX
941699398752497000,12/15/2017 16:00,Twitter Web Client,1,0,HPDPS_TX
941684766335741000,12/15/2017 15:01,Twitter Web Client,1,0,HPDPS_TX
941387084031561000,12/14/2017 19:19,Twitter for iPhone,0,0,HPDPS_TX
940998104404381000,12/13/2017 17:33,Twitter for iPhone,0,-1,HPDPS_TX
940304234997780000,12/11/2017 19:36,Twitter for iPhone,3,1,HPDPS_TX
940302374190637000,12/11/2017 19:28,Twitter for iPhone,2,1,HPDPS_TX
939897885335998000,12/10/2017 16:41,Twitter for iPhone,1,0,HPDPS_TX
939862551529230000,12/10/2017 14:21,Twitter for iPhone,1,0,HPDPS_TX
939859766762987000,12/10/2017 14:10,Twitter for iPhone,3,1,HPDPS_TX
939264302749450000,12/8/2017 22:43,Twitter Web Client,0,0,HPDPS_TX
938919219894341000,12/7/2017 23:52,Twitter for iPhone,6,1,HPDPS_TX
938909659565576000,12/7/2017 23:14,Twitter Web Client,2,0,HPDPS_TX
936345793778405000,11/30/2017 21:26,Twitter Web Client,0,-1,HPDPS_TX
936282591983960000,11/30/2017 17:15,Twitter Web Client,4,0,HPDPS_TX
935866960583241000,11/29/2017 13:44,Twitter Web Client,4,0,HPDPS_TX
933912190108696000,11/24/2017 4:16,Twitter for iPhone,4,0,HPDPS_TX
931253214149791000,11/16/2017 20:10,Twitter Web Client,0,0,HPDPS_TX
929398343314403000,11/11/2017 17:20,Twitter Web Client,3,0,HPDPS_TX
929083028269359000,11/10/2017 20:27,Twitter Web Client,1,0,HPDPS_TX
929078759449341000,11/10/2017 20:10,Twitter for iPhone,3,0,HPDPS_TX
928358284645543000,11/8/2017 20:27,Twitter Web Client,2,0,HPDPS_TX
928350140414513000,11/8/2017 19:54,Twitter for iPhone,2,-1,HPDPS_TX
925786380097196000,11/1/2017 18:07,Twitter for iPhone,0,1,HPDPS_TX
925783278631743000,11/1/2017 17:55,Twitter for iPhone,3,0,HPDPS_TX
925707873077940000,11/1/2017 12:55,Twitter for iPhone,3,1,HPDPS_TX
925470678924570000,10/31/2017 21:12,Twitter Web Client,6,1,HPDPS_TX
924295285907607000,10/28/2017 15:22,Twitter for iPhone,3,0,HPDPS_TX
924113746192158000,10/28/2017 3:21,Twitter for iPhone,5,1,HPDPS_TX
923632241066029000,10/26/2017 19:27,Twitter Web Client,0,0,HPDPS_TX
922852623472123000,10/24/2017 15:49,Twitter Web Client,3,1,HPDPS_TX
920327921943932000,10/17/2017 16:37,Twitter Web Client,0,0,HPDPS_TX
920324229521924000,10/17/2017 16:22,Twitter Web Client,1,-1,HPDPS_TX
918242987498528000,10/11/2017 22:32,Twitter Web Client,0,0,HPDPS_TX
917745428560531000,10/10/2017 13:35,Twitter Web Client,8,0,HPDPS_TX
917409974690746000,10/9/2017 15:22,Twitter Web Client,1,0,HPDPS_TX
915694492870746000,10/4/2017 21:45,Twitter Web Client,1,-1,HPDPS_TX
915247586180763000,10/3/2017 16:10,Twitter Web Client,2,-1,HPDPS_TX
913908971056050000,9/29/2017 23:30,Twitter Web Client,0,0,HPDPS_TX
912316207394693000,9/25/2017 14:01,Twitter for iPhone,0,-1,HPDPS_TX
911589403767853000,9/23/2017 13:53,Twitter for iPhone,2,-1,HPDPS_TX
910875474028527000,9/21/2017 14:36,Twitter for iPhone,1,0,HPDPS_TX
910254456591265000,9/19/2017 21:29,Twitter Web Client,0,0,HPDPS_TX
907287807860895000,9/11/2017 17:00,Twitter for iPhone,4,1,HPDPS_TX
907247306034032000,9/11/2017 14:19,Twitter for iPhone,0,0,HPDPS_TX
907225709537619000,9/11/2017 12:53,Twitter for iPhone,26,0,HPDPS_TX
906358879856062000,9/9/2017 3:29,Twitter for iPhone,1,-1,HPDPS_TX
906256308332048000,9/8/2017 20:41,Twitter Web Client,0,0,HPDPS_TX
905501988833685000,9/6/2017 18:44,Twitter for iPhone,0,1,HPDPS_TX
903610164145741000,9/1/2017 13:27,Twitter for iPhone,4,1,HPDPS_TX
902662262921494000,8/29/2017 22:40,Twitter for iPhone,0,-1,HPDPS_TX
902138011722375000,8/28/2017 11:57,Twitter for iPhone,2,1,HPDPS_TX
901047360599584000,8/25/2017 11:43,Twitter Web Client,0,1,HPDPS_TX
901046985385537000,8/25/2017 11:41,Twitter Web Client,1,1,HPDPS_TX
900076041376595000,8/22/2017 19:23,Twitter for iPhone,27,1,HPDPS_TX
899677479299932000,8/21/2017 17:00,Twitter for iPhone,13,0,HPDPS_TX
897521159738142000,8/15/2017 18:11,Twitter Web Client,6,0,HPDPS_TX
897463908365107000,8/15/2017 14:24,Twitter Web Client,10,0,HPDPS_TX
897084215946248000,8/14/2017 13:15,Twitter for iPhone,1,-1,HPDPS_TX
896128426502782000,8/11/2017 21:57,Twitter Web Client,2,-1,HPDPS_TX
895429178496921000,8/9/2017 23:38,Twitter Web Client,1,1,HPDPS_TX
886616305574588000,7/16/2017 15:59,Twitter Web Client,2,0,HPDPS_TX
883339779299049000,7/7/2017 14:59,Twitter for iPhone,23,0,HPDPS_TX
883318396774993000,7/7/2017 13:34,Twitter Web Client,4,0,HPDPS_TX
883027486883426000,7/6/2017 18:18,Twitter Web Client,0,0,HPDPS_TX
882997588831633000,7/6/2017 16:20,Twitter for iPhone,2,0,HPDPS_TX
882715502916882000,7/5/2017 21:39,Twitter for iPhone,14,1,HPDPS_TX
882575032769290000,7/5/2017 12:20,Twitter for iPhone,1,0,HPDPS_TX
882266585121128000,7/4/2017 15:55,Twitter for iPhone,4,0,HPDPS_TX
882261184753393000,7/4/2017 15:33,Twitter for iPhone,1,-1,HPDPS_TX
882256091471650000,7/4/2017 15:13,Twitter for iPhone,0,0,HPDPS_TX
882250703112196000,7/4/2017 14:52,Twitter for iPhone,2,1,HPDPS_TX
881981843263848000,7/3/2017 21:03,Twitter Web Client,0,-1,HPDPS_TX
880050829494951000,6/28/2017 13:10,Twitter for iPhone,1,0,HPDPS_TX
880042397975146000,6/28/2017 12:37,Twitter for iPhone,2,0,HPDPS_TX
880039701838692000,6/28/2017 12:26,Twitter for iPhone,1,-1,HPDPS_TX
879813735455567000,6/27/2017 21:28,Twitter for iPhone,0,-1,HPDPS_TX
879812045914460000,6/27/2017 21:21,Twitter for iPhone,3,1,HPDPS_TX
879806126661021000,6/27/2017 20:58,Twitter for iPhone,0,1,HPDPS_TX
878350890217816000,6/23/2017 20:35,Twitter for iPhone,0,-1,HPDPS_TX
878349928669499000,6/23/2017 20:31,Twitter for iPhone,0,0,HPDPS_TX
877866382343327000,6/22/2017 12:30,Twitter for iPhone,1,0,HPDPS_TX
877181588081172000,6/20/2017 15:09,Twitter Web Client,3,0,HPDPS_TX
876832787692740000,6/19/2017 16:03,Twitter Web Client,1,1,HPDPS_TX
876793986958188000,6/19/2017 13:29,Twitter Web Client,1,0,HPDPS_TX
875787477944070000,6/16/2017 18:49,Twitter Web Client,1,1,HPDPS_TX
875760431218008000,6/16/2017 17:02,Twitter for iPhone,1,0,HPDPS_TX
